,per_student_2008,percent_of_all_expenditures_2008,total_expenditure_2008
K032,263,0.006999999999999999,76631
K038,507,0.026000000000000002,238362
K039,154,0.01,54512
K051,135,0.01,133465
K058,122,0.006999999999999999,66854
K088,242,0.012,213972
K094,233,0.015,248859
K107,227,0.015,106662
K124,114,0.006,35370
K130,240,0.015,126959
K131,406,0.025,341411
K136,585,0.026000000000000002,258033
K146,133,0.006999999999999999,73227
K154,272,0.016,114902
K169,357,0.022000000000000002,401264
K172,352,0.021,190973
K230,150,0.009000000000000001,181780
K261,140,0.009000000000000001,111949
K295,465,0.024,193433
K321,143,0.01,182121
0,,,
0,,,
0,,,
K429,212,0.012,135601
K442,230,0.009000000000000001,53333
K443,957,0.057999999999999996,400140
K447,195,0.011000000000000001,89504
K448,280,0.016,167933
K462,253,0.015,150866
K463,239,0.015,145596
K464,220,0.013999999999999999,109596
K497,300,0.015,141237
K519,297,0.018000000000000002,229851
K520,326,0.016,89645
K529,288,0.016,59520
K530,244,0.016,97625
K656,221,0.013000000000000001,133342
0,,,
0,,,
0,,,
K698,180,0.009000000000000001,27776
K821,375,0.025,177510
K005,194,0.009000000000000001,82070
K021,480,0.03,330532
K025,388,0.013999999999999999,142266
K026,345,0.018000000000000002,132419
K028,551,0.021,127841
K035,380,0.015,91561
K040,494,0.023,187243
K057,358,0.015,101605
K081,232,0.011000000000000001,100161
K143,256,0.008,29495
K243,163,0.006999999999999999,68654
K262,201,0.01,74475
K267,261,0.013000000000000001,116819
K304,103,0.005,37133
K308,139,0.006999999999999999,115338
K309,324,0.015,137932
K335,290,0.013999999999999999,128874
K385,160,0.008,49563
K393,268,0.018000000000000002,125791
K455,292,0.023,1073
K498,190,0.012,132938
K534,1097,0.053,272116
K584,673,0.035,193075
K594,1439,0.073,109392
0,,,
0,,,
0,,,
0,,,
K002,134,0.006,68505
K006,131,0.006999999999999999,80347
K012,1007,0.036000000000000004,346331
K022,166,0.006999999999999999,98936
K061,186,0.011000000000000001,184422
K091,311,0.016,231593
K092,98,0.005,71276
0,,,
K138,424,0.023,421066
K161,124,0.009000000000000001,115253
K167,252,0.013000000000000001,138348
K181,123,0.006999999999999999,146554
K189,238,0.015,268728
K191,746,0.035,241586
K221,272,0.015,177195
K241,215,0.011000000000000001,133242
K246,285,0.012,215672
K249,294,0.018000000000000002,218978
K289,159,0.008,125580
K316,287,0.011000000000000001,99221
K334,223,0.012,56256
K340,411,0.027000000000000003,140166
K352,366,0.02,171339
K353,743,0.036000000000000004,138957
K354,289,0.013999999999999999,76405
K375,228,0.012,129635
K382,109,0.008,36029
0,,,
0,,,
K394,128,0.006999999999999999,94130
K397,171,0.01,70860
K398,253,0.01,117326
K399,292,0.018000000000000002,131627
K408,387,0.024,70082
0,,,
0,,,
0,,,
0,,,
0,,,
K484,176,0.009000000000000001,22325
K489,260,0.011000000000000001,78801
K524,505,0.031,210487
K528,198,0.013000000000000001,81882
K531,239,0.015,114560
K533,288,0.02,134674
K537,509,0.033,221509
K539,150,0.01,62646
K543,227,0.013999999999999999,110776
K544,206,0.012,85602
K546,302,0.02,122420
K547,166,0.01,77735
K548,407,0.023,163681
K568,389,0.016,81619
K587,384,0.018000000000000002,153518
K590,89,0.006999999999999999,78933
K600,335,0.022000000000000002,758517
K625,177,0.011000000000000001,240883
0,,,
0,,,
K066,128,0.008,88547
K068,200,0.012,223351
K114,159,0.009000000000000001,133740
K115,189,0.013000000000000001,223259
K135,194,0.011000000000000001,150545
K208,265,0.016,173556
K211,155,0.006999999999999999,109674
K219,253,0.013999999999999999,209040
K232,181,0.009000000000000001,91858
K233,206,0.011000000000000001,157247
K235,124,0.009000000000000001,171714
K244,148,0.006999999999999999,144549
K252,219,0.008,53920
K268,277,0.017,172261
K272,107,0.005,80386
K276,191,0.012,167725
K279,106,0.005,78229
K285,88,0.006,90455
0,,,
K415,81,0.005,101225
K500,188,0.013999999999999999,478783
K515,131,0.006999999999999999,120967
K563,1597,0.08,158062
K566,867,0.035,63323
K567,741,0.034,59997
K569,1403,0.057999999999999996,98226
K576,999,0.042,80912
K578,1532,0.087,213013
K581,966,0.045,86015
K588,1426,0.079,152601
K589,1210,0.06,94358
K598,1006,0.048,87483
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
K007,334,0.021,304963
K013,306,0.015,189564
K065,261,0.015,143235
K072,162,0.008,125008
K089,139,0.006999999999999999,33949
K108,215,0.013999999999999999,208488
K149,240,0.013000000000000001,190970
K158,331,0.017,190398
K159,194,0.012,179528
K166,354,0.017,200839
K171,125,0.008,112771
K174,281,0.013000000000000001,131995
K190,293,0.012,107944
K202,189,0.011000000000000001,194375
K213,259,0.013999999999999999,129287
K214,272,0.016,290297
K218,145,0.008,125096
K224,418,0.025,363526
K260,142,0.008,63406
K273,190,0.01,95176
K290,126,0.006999999999999999,78505
K292,117,0.006,89821
K302,307,0.016,307438
K306,81,0.004,58794
K311,221,0.013000000000000001,54836
0,,,
K328,142,0.006,89759
K345,200,0.011000000000000001,144588
K346,232,0.013000000000000001,186857
K364,199,0.01,81841
K409,266,0.016,120565
K420,162,0.01,411638
0,,,
K452,373,0.027000000000000003,52956
K502,106,0.006999999999999999,41037
K504,260,0.016,99981
K507,340,0.02,132299
K510,240,0.016,89187
K583,610,0.024,40895
K615,410,0.026000000000000002,682333
0,,,
0,,,
0,,,
K660,149,0.008,167131
0,,,
0,,,
0,,,
0,,,
K030,324,0.02,108892
K048,153,0.009000000000000001,92605
K062,387,0.022000000000000002,438157
K069,322,0.019,262177
K102,182,0.011000000000000001,209118
K104,277,0.02,351290
K105,187,0.012,241997
K112,399,0.027000000000000003,189321
K127,98,0.005,36026
K160,306,0.021,237556
K163,157,0.008,79295
K164,282,0.011000000000000001,137190
K170,205,0.013000000000000001,163443
K176,264,0.017,292385
K179,165,0.011000000000000001,153878
K180,160,0.008,124544
K185,240,0.018000000000000002,190657
K186,212,0.013000000000000001,184245
K187,177,0.011000000000000001,175888
K192,447,0.017,217945
K200,180,0.013000000000000001,215899
K201,205,0.016,368214
K204,181,0.012,176400
K205,344,0.015,323588
K220,372,0.024,470822
K223,263,0.012,188817
K227,100,0.006,139054
K229,136,0.009000000000000001,81585
K247,365,0.024,241620
K259,184,0.013000000000000001,246299
0,,,
0,,,
K314,389,0.022000000000000002,298789
K445,285,0.021,854699
K485,348,0.023,433054
K490,250,0.02,1113
K503,389,0.022000000000000002,298789
K505,260,0.02,937113
K506,188,0.012,139619
K609,1440,0.073,105131
0,,,
0,,,
0,,,
0,,,
K090,155,0.006999999999999999,73000
K095,111,0.006999999999999999,102405
K096,100,0.006,112778
K097,109,0.008,86254
K098,167,0.013000000000000001,167249
K099,267,0.016,205238
K100,324,0.021,218617
K101,457,0.033,380883
K121,238,0.011000000000000001,60812
K128,247,0.012,86038
K153,76,0.004,43152
K177,223,0.015,198832
K188,243,0.013000000000000001,159722
K199,198,0.01,96914
K209,145,0.008,99835
K212,98,0.005,54982
K215,104,0.006,69983
K216,338,0.017,144389
K225,160,0.008,152874
K226,140,0.006,107006
K228,222,0.013999999999999999,217613
K238,569,0.021,305120
K239,194,0.013000000000000001,242877
K253,141,0.008,79707
K281,98,0.006,126249
K288,195,0.009000000000000001,107700
K303,187,0.011000000000000001,146493
K329,152,0.006999999999999999,98883
K337,531,0.033,120580
K344,393,0.03,125663
K348,240,0.015,61620
K400,879,0.044000000000000004,712858
K410,174,0.013000000000000001,457192
K468,215,0.013000000000000001,35551
K525,107,0.008,429282
K540,139,0.01,446530
K559,3035,0.109,160836
K572,3230,0.10099999999999999,155028
K620,432,0.025,624872
K690,142,0.009000000000000001,116392
K728,1613,0.085,266219
K014,232,0.009000000000000001,170656
K052,226,0.012,166568
K078,134,0.009000000000000001,152648
K109,337,0.017,259713
K119,194,0.012,91032
K134,393,0.02,166955
K139,256,0.017,290411
K152,219,0.013999999999999999,170501
K193,256,0.015,216852
K194,263,0.012,118705
K195,76,0.005,28976
K197,108,0.004,51208
K198,106,0.006999999999999999,72177
K203,251,0.013999999999999999,234713
K206,269,0.019,337199
K207,151,0.01,148989
K217,170,0.01,201723
K222,123,0.006,106533
K234,248,0.017,440577
K236,143,0.009000000000000001,88378
K240,99,0.006999999999999999,145309
K245,330,0.013999999999999999,60340
K251,260,0.016,173550
K254,107,0.006,62839
K255,145,0.006999999999999999,104549
K269,133,0.006999999999999999,71706
K277,77,0.004,32529
K278,144,0.009000000000000001,153933
K312,178,0.01,154265
K315,240,0.016,202186
K326,252,0.013000000000000001,73206
K361,178,0.01,114512
K381,243,0.013000000000000001,102535
K405,155,0.013000000000000001,584126
K425,79,0.006,302699
K495,243,0.017,643871
K535,116,0.009000000000000001,118452
K555,102,0.006999999999999999,61480
K585,5616,0.14,387490
K041,137,0.008,104192
K055,2485,0.038,161518
K073,432,0.022000000000000002,240471
K137,571,0.027000000000000003,265948
K150,534,0.028999999999999998,305415
K155,85,0.004,53564
K156,219,0.013000000000000001,198004
K165,194,0.011000000000000001,130449
K178,308,0.018000000000000002,200979
K183,93,0.005,67289
K184,270,0.013999999999999999,138383
K271,123,0.003,9720
K284,127,0.006999999999999999,85209
K298,177,0.009000000000000001,109576
K323,485,0.027000000000000003,260758
K327,195,0.011000000000000001,151782
K332,219,0.011000000000000001,124755
K392,144,0.01,42492
0,,,
K493,163,0.011000000000000001,84870
K514,314,0.023,128474
K518,121,0.006,31325
K522,317,0.013999999999999999,50455
0,,,
0,,,
0,,,
0,,,
K645,245,0.013999999999999999,126233
0,,,
0,,,
0,,,
K697,362,0.023,222359
Q005,272,0.015,409772
Q007,139,0.006999999999999999,159384
Q012,326,0.023,392449
Q013,179,0.011000000000000001,230598
Q014,174,0.009000000000000001,229813
Q016,402,0.027000000000000003,550651
Q019,165,0.011000000000000001,329861
Q028,197,0.01,90411
Q049,250,0.016,124012
Q058,166,0.01,157569
Q061,392,0.026000000000000002,804902
Q068,115,0.006999999999999999,95740
Q071,213,0.012,205351
Q073,308,0.019,516753
Q077,154,0.009000000000000001,182040
Q081,352,0.023,425519
Q087,165,0.008,102089
Q088,81,0.004,83233
Q089,146,0.009000000000000001,236042
Q091,121,0.006,104552
Q093,150,0.01,198534
Q102,220,0.013999999999999999,181162
Q113,143,0.009000000000000001,74098
Q119,162,0.012,179945
Q125,166,0.011000000000000001,278244
Q128,77,0.004,30591
Q143,210,0.013000000000000001,258410
Q153,128,0.009000000000000001,175335
Q199,184,0.012,182250
Q229,197,0.011000000000000001,252329
Q239,152,0.01,120511
Q264,306,0.017,101128
Q267,129,0.006999999999999999,42412
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
Q455,163,0.012,547061
Q485,269,0.021,791771
Q520,400,0.025,217822
Q530,534,0.03,251875
Q550,124,0.008,95002
Q560,135,0.008,71919
0,,,
Q600,223,0.013000000000000001,262065
Q610,265,0.017,524833
0,,,
Q877,295,0.016,136558
Q020,252,0.016,322637
Q021,294,0.016,264131
Q022,117,0.006999999999999999,80436
Q024,155,0.009000000000000001,103502
Q025,147,0.01,150255
Q029,238,0.016,148105
Q032,166,0.009000000000000001,92927
Q079,184,0.012,154230
Q107,87,0.004,76736
Q120,146,0.009000000000000001,115017
Q129,177,0.011000000000000001,157057
Q130,269,0.013999999999999999,89127
Q154,230,0.013999999999999999,140662
Q163,209,0.011000000000000001,100783
Q164,110,0.006,68411
Q165,264,0.012,162927
0,,,
Q169,194,0.01,72776
Q184,249,0.015,112920
Q185,227,0.016,228725
Q189,90,0.005,67731
Q193,96,0.005,51115
Q194,69,0.005,74370
Q200,179,0.009000000000000001,96937
Q201,515,0.018000000000000002,184548
Q209,120,0.006999999999999999,63875
Q214,358,0.018000000000000002,137273
Q219,355,0.016,216757
Q237,137,0.006999999999999999,144624
Q242,449,0.022000000000000002,167606
0,,,
Q250,73,0.005,31962
Q252,233,0.015,56436
Q263,461,0.031,175932
Q281,227,0.017,80758
Q285,261,0.019,92700
Q294,471,0.025,87990
Q425,172,0.012,525007
Q460,237,0.017,616940
Q499,179,0.011000000000000001,85243
Q525,182,0.013000000000000001,199400
Q540,249,0.017,105510
Q670,317,0.021,191711
Q792,1319,0.066,199242
Q018,128,0.009000000000000001,64492
Q026,90,0.005,55473
Q031,122,0.009000000000000001,67186
Q041,70,0.004,30052
Q046,84,0.003,34002
Q067,158,0.011000000000000001,149251
Q074,191,0.013000000000000001,195338
Q094,82,0.005,35251
Q098,151,0.009000000000000001,39139
Q115,208,0.01,91694
Q133,266,0.013000000000000001,133218
Q158,186,0.013000000000000001,212848
Q159,273,0.016,142649
Q162,88,0.006999999999999999,64462
Q172,81,0.006,88277
Q173,160,0.011000000000000001,124462
Q178,172,0.01,75576
Q186,242,0.01,73515
Q188,131,0.009000000000000001,57556
Q191,209,0.013999999999999999,72965
Q203,86,0.006,64162
Q205,112,0.006,31138
Q213,125,0.006,53137
Q216,159,0.012,199116
Q221,133,0.009000000000000001,85184
Q266,82,0.005,55049
Q415,75,0.006,291958
Q430,246,0.019,1100
Q435,228,0.018000000000000002,718486
Q495,80,0.006999999999999999,324601
Q566,140,0.009000000000000001,156341
Q042,315,0.016,248159
Q043,258,0.015,354010
Q045,345,0.016,143742
Q047,267,0.012,66779
Q051,109,0.005,28275
Q053,139,0.006999999999999999,89875
Q056,226,0.013000000000000001,106260
Q060,84,0.006,94632
Q062,273,0.019,266709
Q063,264,0.016,338211
Q064,159,0.01,110048
Q065,214,0.012,121184
Q066,336,0.021,143022
Q090,114,0.006999999999999999,96727
Q096,210,0.01,56798
Q097,315,0.018000000000000002,225517
Q100,130,0.008,136844
Q104,285,0.015,176594
Q105,302,0.017,270625
Q106,347,0.018000000000000002,143284
Q108,88,0.006,113602
Q114,452,0.027000000000000003,372085
Q123,178,0.009000000000000001,109055
Q124,421,0.031,480860
Q137,113,0.008,209527
Q146,367,0.018000000000000002,221711
Q155,159,0.009000000000000001,105319
0,,,
Q183,290,0.016,191128
Q197,261,0.011000000000000001,125014
0,,,
Q202,93,0.006,106036
Q207,311,0.017,232451
Q210,255,0.018000000000000002,516315
Q215,190,0.011000000000000001,113215
Q223,399,0.02,277132
Q225,219,0.011000000000000001,138122
Q226,126,0.008,210163
Q232,607,0.034,482488
Q253,221,0.011000000000000001,109813
Q254,152,0.008,90223
Q260,164,0.012,56530
Q262,182,0.012,105949
0,,,
Q282,388,0.027000000000000003,61363
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
Q323,109,0.008,65886
0,,,
Q333,364,0.019,131963
0,,,
Q400,131,0.008,178363
Q410,134,0.008,240569
Q465,166,0.009000000000000001,139925
Q475,107,0.009000000000000001,382155
Q480,360,0.027000000000000003,1174
Q650,490,0.033,188283
Q008,198,0.011000000000000001,179486
Q030,135,0.006999999999999999,77852
Q040,938,0.05,489681
Q048,68,0.004,24047
Q050,137,0.009000000000000001,114079
Q054,107,0.006,58099
Q055,143,0.009000000000000001,101217
Q072,372,0.021,276207
Q080,275,0.011000000000000001,170778
Q082,254,0.013000000000000001,145673
Q086,95,0.006,84954
Q099,219,0.013000000000000001,164351
Q101,238,0.013999999999999999,145735
Q117,271,0.019,304946
Q121,112,0.008,105244
Q139,112,0.008,88536
Q140,73,0.004,53796
Q144,228,0.012,158631
Q157,89,0.005,90934
Q160,283,0.017,215587
Q161,263,0.016,206288
0,,,
Q174,100,0.006,56948
Q175,399,0.024,248417
Q182,142,0.008,123791
Q190,107,0.006999999999999999,96101
Q196,257,0.018000000000000002,180722
Q206,95,0.005,61266
Q217,150,0.009000000000000001,181431
Q220,352,0.015,165624
Q284,284,0.02,45969
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
Q440,137,0.011000000000000001,499355
Q470,104,0.006999999999999999,185315
Q505,181,0.013999999999999999,607051
Q620,291,0.022000000000000002,791484
Q680,115,0.009000000000000001,70567
0,,,
Q687,246,0.015,91212
Q690,147,0.01,82080
Q896,185,0.013000000000000001,43144
Q015,210,0.012,93126
Q033,96,0.006,103506
Q034,133,0.006999999999999999,65285
Q035,114,0.006999999999999999,73200
Q036,394,0.022000000000000002,190482
Q037,163,0.009000000000000001,91163
Q038,152,0.008,52840
Q052,333,0.018000000000000002,202226
Q059,195,0.012,172266
Q095,237,0.016,297775
Q109,76,0.006,112398
Q116,382,0.025,341761
Q118,217,0.012,143725
Q131,94,0.006,64909
Q132,307,0.017,127220
Q134,137,0.006,63022
Q135,123,0.006999999999999999,147395
Q136,121,0.006999999999999999,85845
Q138,146,0.009000000000000001,135916
Q147,306,0.02,278018
Q156,160,0.009000000000000001,125712
Q176,232,0.013999999999999999,144650
Q181,149,0.008,75208
Q192,117,0.006,71547
Q195,201,0.011000000000000001,143193
Q208,112,0.006999999999999999,81203
Q231,129,0.008,97545
Q238,119,0.008,178749
Q248,140,0.01,37485
Q251,247,0.013000000000000001,101075
Q259,170,0.013000000000000001,76508
Q265,235,0.015,91691
Q268,195,0.011000000000000001,98718
Q270,88,0.006,54821
Q272,379,0.024,152531
Q283,100,0.005,19085
Q295,332,0.015,56835
0,,,
0,,,
0,,,
0,,,
0,,,
Q492,323,0.02,166205
Q494,246,0.018000000000000002,131840
Q496,262,0.017,132870
Q498,91,0.006,45968
Q002,106,0.006,66969
Q010,165,0.01,146107
Q011,110,0.006999999999999999,128682
Q017,273,0.015,190598
Q069,244,0.017,299715
Q070,202,0.013999999999999999,216174
Q076,272,0.011000000000000001,180101
Q078,188,0.008,47268
Q084,108,0.005,41004
Q085,165,0.009000000000000001,76024
Q092,130,0.006999999999999999,106781
Q111,270,0.011000000000000001,111231
Q112,196,0.009000000000000001,105080
Q122,123,0.009000000000000001,167132
Q126,194,0.009000000000000001,125006
Q127,216,0.013999999999999999,250483
Q141,196,0.012,201611
Q145,125,0.008,234891
Q148,140,0.009000000000000001,160034
Q149,200,0.013000000000000001,223755
Q150,82,0.005,100824
Q151,136,0.006,78902
Q152,104,0.006999999999999999,132301
Q166,364,0.022000000000000002,400594
Q171,194,0.01,135902
Q204,221,0.012,194800
Q212,180,0.011000000000000001,132715
Q222,333,0.018000000000000002,102906
Q227,126,0.006999999999999999,185990
Q228,191,0.01,71817
Q230,317,0.019,311283
Q234,129,0.006999999999999999,89613
Q235,466,0.018000000000000002,60075
0,,,
Q286,198,0.009000000000000001,31407
0,,,
Q445,116,0.008,366347
Q450,148,0.009000000000000001,493232
Q501,186,0.01,114294
Q502,495,0.028999999999999998,481857
Q555,138,0.009000000000000001,140300
Q575,181,0.013999999999999999,113267
Q580,250,0.013999999999999999,107404
R001,155,0.01,85534
R002,212,0.013000000000000001,202256
R003,86,0.005,68283
R004,424,0.019,330160
R005,129,0.006999999999999999,29068
R006,76,0.004,67938
R007,97,0.006,115777
R008,166,0.008,73421
R011,256,0.012,72518
R013,191,0.013000000000000001,140738
R014,117,0.006,67368
R016,124,0.006999999999999999,129312
R018,331,0.013999999999999999,179103
R019,185,0.011000000000000001,122221
R020,238,0.013999999999999999,101027
R021,138,0.009000000000000001,72414
R022,130,0.008,159836
R023,98,0.005,54970
R024,80,0.005,122747
R026,386,0.017,70569
R027,317,0.016,293836
R029,65,0.004,37957
R030,116,0.006,94707
R031,129,0.006,67080
R032,175,0.011000000000000001,155595
R034,79,0.005,93631
R035,112,0.008,39326
R036,149,0.008,142424
R038,141,0.006,53425
R039,134,0.009000000000000001,63048
R041,212,0.012,137494
R042,97,0.006,95443
R044,102,0.005,85406
R045,170,0.011000000000000001,169555
R046,126,0.006,37385
R047,220,0.016,65614
R048,205,0.013999999999999999,85145
R049,255,0.013000000000000001,239752
R050,141,0.006999999999999999,83751
R051,171,0.01,200458
R052,291,0.013000000000000001,187139
R053,101,0.006,71161
R054,217,0.013999999999999999,185020
R055,171,0.01,120543
R056,176,0.01,134712
R057,128,0.005,84408
R058,124,0.006,93101
R060,236,0.012,213239
R061,148,0.009000000000000001,200423
0,,,
0,,,
0,,,
R069,116,0.006,98430
R072,223,0.015,412705
0,,,
R075,79,0.005,106437
R080,134,0.008,170750
R440,155,0.011000000000000001,356733
R445,313,0.023,781190
R450,175,0.012,499418
R455,253,0.02,973036
R460,287,0.021,962146
R470,458,0.021,77890
R600,501,0.025,381329
R605,217,0.015,197881
0,,,
K045,281,0.015,209036
K075,176,0.009000000000000001,109508
K086,311,0.018000000000000002,167740
K106,368,0.018000000000000002,225813
K116,203,0.011000000000000001,100365
K123,144,0.009000000000000001,142460
K145,248,0.015,243693
K151,126,0.006999999999999999,56801
K162,133,0.006999999999999999,96958
0,,,
K274,249,0.013999999999999999,201739
K291,245,0.012,203714
K296,243,0.011000000000000001,150155
K299,271,0.013999999999999999,143875
K347,375,0.018000000000000002,207257
K349,473,0.023,249018
K376,321,0.017,183456
K377,308,0.017,268710
K383,118,0.009000000000000001,144949
K384,226,0.012,154574
K403,187,0.012,37526
0,,,
K545,177,0.011000000000000001,114952
K549,294,0.017,127887
K552,342,0.02,165536
K554,300,0.018000000000000002,79808
K556,215,0.013999999999999999,98473
K564,328,0.02,116413
